account_id,month,mrr,expansion_flag,contraction_flag,renewal_risk_score
ACC-0019,2026-02-01,2340.33,0,0,0.34
ACC-0019,2026-03-01,2340.33,0,0,0.14
ACC-0020,2025-01-01,3547.42,0,0,0.336
ACC-0020,2025-02-01,3547.42,0,0,0.21
ACC-0020,2025-03-01,3547.42,0,0,0.14
ACC-0020,2025-04-01,3547.42,0,0,0.277
ACC-0020,2025-05-01,3547.42,0,0,0.14
ACC-0020,2025-06-01,3547.42,0,0,0.359
ACC-0020,2025-07-01,3547.42,0,0,0.348
ACC-0020,2025-08-01,3547.42,0,0,0.221
ACC-0020,2025-09-01,3547.42,1,0,0.134
ACC-0020,2025-10-01,3547.42,0,0,0.14
ACC-0020,2025-11-01,3547.42,0,0,0.14
ACC-0020,2025-12-01,3547.42,0,0,0.14
ACC-0020,2026-01-01,3547.42,0,0,0.229
ACC-0020,2026-02-01,3547.42,1,0,0.159
ACC-0020,2026-03-01,3547.42,0,0,0.14
ACC-0021,2025-01-01,38348.58,0,0,0.259
ACC-0021,2025-02-01,38348.58,0,1,0.511
ACC-0021,2025-03-01,38348.58,1,0,0.09
ACC-0021,2025-04-01,38348.58,1,0,0.555
ACC-0021,2025-05-01,38348.58,0,0,0.31
ACC-0021,2025-06-01,38348.58,0,0,0.263
ACC-0021,2025-07-01,38348.58,0,0,0.595
ACC-0021,2025-08-01,38348.58,0,0,0.721
ACC-0021,2025-09-01,38348.58,1,0,0.596
ACC-0021,2025-10-01,38348.58,0,0,0.14
ACC-0021,2025-11-01,38348.58,0,1,0.68
ACC-0021,2025-12-01,38348.58,1,0,0.09
ACC-0021,2026-01-01,38348.58,1,1,0.17
ACC-0021,2026-02-01,38348.58,0,0,0.768
ACC-0021,2026-03-01,38348.58,0,0,0.441
ACC-0022,2025-01-01,1346.33,0,0,0.297
ACC-0022,2025-02-01,1346.33,0,0,0.14
ACC-0022,2025-03-01,1346.33,0,0,0.16
ACC-0022,2025-04-01,1346.33,0,0,0.215
ACC-0022,2025-05-01,1346.33,0,0,0.19
ACC-0022,2025-06-01,1346.33,0,0,0.258
ACC-0022,2025-07-01,1346.33,0,0,0.269
ACC-0022,2025-08-01,1346.33,0,0,0.14
ACC-0022,2025-09-01,1346.33,0,0,0.457
ACC-0022,2025-10-01,1346.33,0,0,0.338
ACC-0022,2025-11-01,1346.33,0,0,0.311
ACC-0022,2025-12-01,1346.33,0,0,0.548
ACC-0022,2026-01-01,1346.33,0,0,0.399
ACC-0022,2026-02-01,1346.33,0,0,0.371
ACC-0022,2026-03-01,1346.33,0,0,0.146
ACC-0023,2025-01-01,3660.75,0,0,0.14
ACC-0023,2025-02-01,3660.75,0,0,0.289
ACC-0023,2025-03-01,3660.75,0,1,0.718
ACC-0023,2025-04-01,3660.75,0,0,0.14
ACC-0023,2025-05-01,3660.75,0,0,0.228
ACC-0023,2025-06-01,3660.75,0,0,0.14
ACC-0023,2025-07-01,3660.75,0,0,0.574
ACC-0023,2025-08-01,3660.75,0,0,0.505
ACC-0023,2025-09-01,3660.75,0,0,0.14
ACC-0023,2025-10-01,3660.75,0,0,0.442
ACC-0023,2025-11-01,3660.75,0,0,0.14
ACC-0023,2025-12-01,3660.75,0,0,0.25
ACC-0023,2026-01-01,3660.75,0,0,0.312
ACC-0023,2026-02-01,3660.75,0,0,0.438
ACC-0023,2026-03-01,3660.75,0,0,0.248
ACC-0024,2025-03-01,2781.75,0,0,0.14
ACC-0024,2025-04-01,2781.75,0,1,0.512
ACC-0024,2025-05-01,2781.75,0,0,0.238
ACC-0024,2025-06-01,2781.75,0,0,0.663
ACC-0024,2025-07-01,2781.75,0,0,0.868
ACC-0024,2025-08-01,2781.75,0,1,0.451
ACC-0024,2025-09-01,2781.75,0,0,0.36
ACC-0024,2025-10-01,2781.75,0,0,0.14
ACC-0024,2025-11-01,2781.75,0,0,0.42
ACC-0024,2025-12-01,2781.75,0,0,0.155
ACC-0024,2026-01-01,2781.75,0,0,0.51
ACC-0024,2026-02-01,2781.75,0,0,0.498
ACC-0024,2026-03-01,2781.75,0,0,0.14
ACC-0025,2025-01-01,1842.25,1,0,0.09
ACC-0025,2025-02-01,1842.25,0,0,0.286
ACC-0025,2025-03-01,1842.25,0,0,0.275
ACC-0025,2025-04-01,1842.25,0,0,0.405
ACC-0025,2025-05-01,1842.25,0,0,0.14
ACC-0025,2025-06-01,1842.25,0,0,0.36
ACC-0025,2025-07-01,1842.25,0,1,0.341
ACC-0025,2025-08-01,1842.25,0,0,0.41
ACC-0025,2025-09-01,1842.25,0,0,0.14
ACC-0025,2025-10-01,1842.25,0,0,0.358
ACC-0025,2025-11-01,1842.25,0,1,0.595
ACC-0025,2025-12-01,1842.25,0,0,0.19
ACC-0025,2026-01-01,1842.25,0,0,0.713
ACC-0025,2026-02-01,1842.25,0,0,0.287
ACC-0025,2026-03-01,1842.25,0,0,0.378
ACC-0026,2025-01-01,2590.92,0,0,0.304
ACC-0026,2025-02-01,2590.92,1,0,0.436
ACC-0026,2025-03-01,2590.92,0,0,0.14
ACC-0026,2025-04-01,2590.92,0,0,0.159
ACC-0026,2025-05-01,2590.92,0,0,0.299
ACC-0026,2025-06-01,2590.92,0,0,0.19
ACC-0026,2025-07-01,2590.92,1,1,0.435
ACC-0026,2025-08-01,2590.92,0,0,0.556
ACC-0026,2025-09-01,2590.92,0,0,0.331
ACC-0026,2025-10-01,2590.92,0,0,0.213
ACC-0026,2025-11-01,2590.92,0,0,0.339
ACC-0026,2025-12-01,2590.92,0,0,0.2
ACC-0026,2026-01-01,2590.92,0,0,0.304
ACC-0026,2026-02-01,2590.92,0,1,0.326
ACC-0026,2026-03-01,2590.92,0,0,0.14
ACC-0027,2025-01-01,12578.58,0,0,0.14
ACC-0027,2025-02-01,12578.58,1,0,0.501
ACC-0027,2025-03-01,12578.58,0,0,0.65
ACC-0027,2025-04-01,12578.58,0,0,0.14
ACC-0027,2025-05-01,12578.58,0,0,0.458
ACC-0027,2025-06-01,12578.58,0,0,0.448
ACC-0027,2025-07-01,12578.58,1,1,0.17
ACC-0027,2025-08-01,12578.58,0,0,0.14
ACC-0027,2025-09-01,12578.58,0,1,0.4
ACC-0027,2025-10-01,12578.58,0,0,0.14
ACC-0027,2025-11-01,12578.58,0,0,0.14
ACC-0027,2025-12-01,12578.58,0,0,0.14
ACC-0027,2026-01-01,12578.58,0,0,0.14
ACC-0027,2026-02-01,12578.58,0,0,0.312
ACC-0027,2026-03-01,12578.58,0,0,0.14
ACC-0028,2025-01-01,10534.92,0,0,0.358
ACC-0028,2025-02-01,10534.92,0,0,0.413
ACC-0028,2025-03-01,10534.92,0,0,0.14
ACC-0028,2025-04-01,10534.92,0,0,0.14
ACC-0028,2025-05-01,10534.92,0,0,0.32
ACC-0028,2025-06-01,10534.92,0,0,0.14
ACC-0028,2025-07-01,10534.92,0,0,0.288
ACC-0028,2025-08-01,10534.92,0,0,0.14
ACC-0028,2025-09-01,10534.92,0,0,0.459
ACC-0028,2025-10-01,10534.92,0,0,0.14
ACC-0028,2025-11-01,10534.92,0,0,0.14
ACC-0028,2025-12-01,10534.92,0,0,0.204
ACC-0028,2026-01-01,10534.92,0,0,0.431
ACC-0028,2026-02-01,10534.92,0,0,0.14
ACC-0028,2026-03-01,10534.92,0,0,0.14
ACC-0029,2025-09-01,2945.67,0,0,0.813
ACC-0029,2025-10-01,2945.67,0,0,0.195
ACC-0029,2025-11-01,2945.67,0,0,0.461
ACC-0029,2025-12-01,2945.67,0,0,0.149
ACC-0029,2026-01-01,2945.67,0,0,0.14
ACC-0029,2026-02-01,2945.67,0,0,0.417
ACC-0029,2026-03-01,2945.67,0,0,0.311
ACC-0030,2025-01-01,3499.67,0,1,0.535
ACC-0030,2025-02-01,3499.67,0,0,0.27
ACC-0030,2025-03-01,3499.67,0,0,0.368
ACC-0030,2025-04-01,3499.67,0,0,0.14
ACC-0030,2025-05-01,3499.67,0,0,0.193
ACC-0030,2025-06-01,3499.67,0,1,0.828
ACC-0030,2025-07-01,3499.67,0,0,0.14
ACC-0030,2025-08-01,3499.67,0,0,0.366
ACC-0030,2025-09-01,3499.67,0,0,0.5
ACC-0030,2025-10-01,3499.67,0,0,0.486
ACC-0030,2025-11-01,3499.67,0,0,0.319
ACC-0030,2025-12-01,3499.67,0,0,0.25
ACC-0030,2026-01-01,3499.67,1,0,0.247
ACC-0030,2026-02-01,3499.67,0,0,0.341
ACC-0030,2026-03-01,3499.67,0,0,0.3
ACC-0031,2025-06-01,2455.25,0,0,0.143
ACC-0031,2025-07-01,2455.25,0,1,0.22
ACC-0031,2025-08-01,2455.25,0,0,0.451
ACC-0031,2025-09-01,2455.25,0,0,0.14
ACC-0031,2025-10-01,2455.25,0,0,0.333
ACC-0031,2025-11-01,2455.25,0,0,0.14
ACC-0031,2025-12-01,2455.25,0,1,0.283
ACC-0031,2026-01-01,2455.25,0,0,0.269
ACC-0031,2026-02-01,2455.25,0,0,0.376
ACC-0031,2026-03-01,2455.25,0,0,0.71
ACC-0032,2025-01-01,1333.0,0,0,0.223
ACC-0032,2025-02-01,1333.0,0,0,0.328
ACC-0032,2025-03-01,1333.0,0,0,0.14
ACC-0032,2025-04-01,1333.0,0,1,0.22
ACC-0032,2025-05-01,1333.0,0,0,0.359
ACC-0032,2025-06-01,1333.0,0,0,0.14
ACC-0032,2025-07-01,1333.0,1,0,0.343
ACC-0032,2025-08-01,1333.0,0,0,0.228
ACC-0032,2025-09-01,1333.0,0,0,0.14
ACC-0032,2025-10-01,1333.0,0,0,0.274
ACC-0032,2025-11-01,1333.0,0,0,0.14
ACC-0032,2025-12-01,1333.0,1,0,0.09
ACC-0032,2026-01-01,1333.0,0,1,0.885
ACC-0032,2026-02-01,1333.0,0,0,0.14
ACC-0032,2026-03-01,1333.0,0,0,0.362
ACC-0033,2025-10-01,897.17,0,1,0.22
ACC-0033,2025-11-01,897.17,0,0,0.466
ACC-0033,2025-12-01,897.17,0,0,0.315
ACC-0033,2026-01-01,897.17,0,1,0.229
ACC-0033,2026-02-01,897.17,0,0,0.435
ACC-0033,2026-03-01,897.17,0,0,0.284
ACC-0034,2025-02-01,9780.75,0,0,0.14
ACC-0034,2025-03-01,9780.75,0,0,0.238
ACC-0034,2025-04-01,9780.75,0,0,0.14
ACC-0034,2025-05-01,9780.75,0,0,0.188
ACC-0034,2025-06-01,9780.75,0,0,0.548
ACC-0034,2025-07-01,9780.75,0,0,0.278
ACC-0034,2025-08-01,9780.75,0,0,0.389
ACC-0034,2025-09-01,9780.75,0,0,0.233
ACC-0034,2025-10-01,9780.75,0,0,0.14
ACC-0034,2025-11-01,9780.75,0,0,0.27
ACC-0034,2025-12-01,9780.75,0,0,0.14
ACC-0034,2026-01-01,9780.75,0,1,0.542
ACC-0034,2026-02-01,9780.75,0,0,0.14
ACC-0034,2026-03-01,9780.75,1,0,0.09
ACC-0035,2025-01-01,1903.42,0,0,0.255
ACC-0035,2025-02-01,1903.42,0,0,0.342
ACC-0035,2025-03-01,1903.42,0,0,0.263
ACC-0035,2025-04-01,1903.42,0,1,0.584
ACC-0035,2025-05-01,1903.42,0,0,0.14
ACC-0035,2025-06-01,1903.42,0,0,0.253
ACC-0035,2025-07-01,1903.42,0,0,0.392
ACC-0035,2025-08-01,1903.42,0,0,0.248
ACC-0035,2025-09-01,1903.42,0,0,0.167
ACC-0035,2025-10-01,1903.42,0,0,0.14
ACC-0035,2025-11-01,1903.42,0,0,0.345
ACC-0035,2025-12-01,1903.42,0,0,0.42
ACC-0035,2026-01-01,1903.42,0,0,0.14
ACC-0035,2026-02-01,1903.42,0,1,0.512
ACC-0035,2026-03-01,1903.42,0,0,0.32
ACC-0036,2025-01-01,3485.08,1,0,0.126
ACC-0036,2025-02-01,3485.08,0,0,0.708
ACC-0036,2025-03-01,3485.08,0,0,0.143
ACC-0036,2025-04-01,3485.08,0,0,0.273
ACC-0036,2025-05-01,3485.08,0,0,0.373
ACC-0036,2025-06-01,3485.08,0,0,0.371
ACC-0036,2025-07-01,3485.08,0,0,0.471
ACC-0036,2025-08-01,3485.08,0,0,0.282
ACC-0036,2025-09-01,3485.08,0,0,0.14
ACC-0036,2025-10-01,3485.08,0,0,0.455
ACC-0036,2025-11-01,3485.08,0,0,0.14
ACC-0036,2025-12-01,3485.08,0,0,0.14
ACC-0036,2026-01-01,3485.08,1,0,0.09
ACC-0036,2026-02-01,3485.08,0,0,0.318
ACC-0036,2026-03-01,3485.08,0,0,0.606
ACC-0037,2025-07-01,1495.75,0,0,0.367
ACC-0037,2025-08-01,1495.75,0,0,0.14
ACC-0037,2025-09-01,1495.75,0,0,0.14
ACC-0037,2025-10-01,1495.75,0,1,0.671
ACC-0037,2025-11-01,1495.75,0,0,0.218
ACC-0037,2025-12-01,1495.75,0,0,0.14
ACC-0037,2026-01-01,1495.75,0,0,0.241
ACC-0037,2026-02-01,1495.75,0,0,0.2
ACC-0037,2026-03-01,1495.75,0,0,0.14
ACC-0038,2025-12-01,850.83,0,0,0.247
ACC-0038,2026-01-01,850.83,0,0,0.27
ACC-0038,2026-02-01,850.83,0,0,0.325
ACC-0038,2026-03-01,850.83,0,0,0.324
ACC-0039,2025-04-01,6600.5,0,0,0.335
ACC-0039,2025-05-01,6600.5,0,0,0.507
ACC-0039,2025-06-01,6600.5,0,0,0.64
ACC-0039,2025-07-01,6600.5,0,0,0.297
ACC-0039,2025-08-01,6600.5,0,0,0.223
ACC-0039,2025-09-01,6600.5,0,1,0.61
ACC-0039,2025-10-01,6600.5,0,0,0.562
ACC-0039,2025-11-01,6600.5,0,0,0.14
ACC-0039,2025-12-01,6600.5,0,0,0.589
ACC-0039,2026-01-01,6600.5,0,0,0.353
ACC-0039,2026-02-01,6600.5,0,0,0.165
ACC-0039,2026-03-01,6600.5,0,1,0.387
ACC-0040,2025-09-01,3002.42,0,0,0.588
ACC-0040,2025-10-01,3002.42,0,0,0.501
ACC-0040,2025-11-01,3002.42,0,0,0.422
ACC-0040,2025-12-01,3002.42,0,0,0.327
ACC-0040,2026-01-01,3002.42,0,0,0.269
ACC-0040,2026-02-01,3002.42,0,0,0.22
ACC-0040,2026-03-01,3002.42,0,0,0.761
ACC-0041,2025-08-01,1908.92,0,1,0.587
ACC-0041,2025-09-01,1908.92,0,0,0.554
ACC-0041,2025-10-01,1908.92,1,0,0.269
ACC-0041,2025-11-01,1908.92,0,0,0.184
ACC-0041,2025-12-01,1908.92,1,0,0.105
ACC-0041,2026-01-01,1908.92,0,0,0.14
ACC-0041,2026-02-01,1908.92,0,0,0.14
ACC-0041,2026-03-01,1908.92,0,1,0.757
ACC-0042,2025-01-01,1082.42,0,0,0.379
ACC-0042,2025-02-01,1082.42,0,0,0.496
ACC-0042,2025-03-01,1082.42,0,0,0.287
ACC-0042,2025-04-01,1082.42,0,0,0.264
